EMD_NM,버스정거장수,버스노선수,지하철역수,인구수,EMD_CD,centroid_lon,centroid_lat,교통지수
부평동3가,3,22,0,656,26110125,129.02454036901415,35.10136544059155,0.10060975609756098
부평동4가,1,2,0,1788,26110126,129.02269324357962,35.10216503783343,0.0011185682326621924
사직동,102,512,1,51790,26260109,129.0589224814162,35.19890398607638,1.0089592585441205
삼락동,38,118,0,5176,26530101,128.97228020557245,35.17507481995334,0.866306027820711
생곡동,39,224,0,536,26440112,128.87934721775244,35.13222437008291,16.29850746268657
서대신동1가,8,56,0,5479,26140104,129.01504876757693,35.1075185314356,0.08176674575652491
서대신동2가,23,126,1,9374,26140105,129.01122088305905,35.10960160243846,0.31235331768721997
서대신동3가,47,198,0,14563,26140106,129.00988878420392,35.125845962247936,0.639016686122365
서동,42,200,1,23046,26410110,129.10339425015084,35.2179590902331,0.3657901588128092
석대동,21,252,2,316,26350102,129.1322264025392,35.22494027393855,16.936708860759495
선동,11,34,0,499,26410105,129.11290958924243,35.27118088675586,0.749498997995992
성북동,43,170,0,1073,26440119,128.82021220457162,35.06463654293079,6.812674743709226
송정동,168,1034,0,10686,26350108,129.19743036539248,35.184702057062125,16.256035934868052
송정동,168,1034,0,10686,26440109,128.84715992394246,35.099446996923,16.256035934868052
수안동,18,108,1,10930,26260106,129.0849802804869,35.19894683689555,0.1806038426349497
수영동,23,102,0,13885,26500102,129.11763739043025,35.17045428251937,0.16895930860640979
수정동,81,416,1,21140,26170102,129.0384556763077,35.132272448314176,1.595364238410596
식만동,13,48,0,442,26440106,128.90880686365634,35.21269104804386,1.411764705882353
신선동1가,8,44,0,1829,26200112,129.0470588598627,35.09015630512685,0.19245489338436303
신선동2가,20,82,0,3390,26200113,129.04801504180628,35.086598919009354,0.4837758112094395
신선동3가,18,90,0,1910,26200114,129.04982144926035,35.08227945216017,0.8481675392670157
신평동,73,454,2,32776,26380104,128.96642720398398,35.09058625484577,1.012997315108616
신호동,43,310,0,16210,26440117,128.8765489042815,35.08458525158273,0.8223318938926588
아미동1가,4,24,0,282,26140115,129.019122332912,35.10038848554994,0.3404255319148936
아미동2가,48,168,0,6098,26140116,129.01302902867957,35.100239754794565,1.3224007871433257
안락동,74,398,1,39634,26260102,129.1054548131832,35.19594572078156,0.7438562850078215
암남동,53,382,0,15193,26140124,129.01436378806125,35.0703791215448,1.332587375765155
양정동,77,408,1,33818,26230101,129.07095266555214,35.17224989995842,0.929859837956118
엄궁동,36,262,0,24237,26530108,128.97059916177042,35.12999653030704,0.3891570738952841
연산동,208,1080,5,141588,26470102,129.09128181074774,35.17910203028821,1.5876345453004492
연지동,22,144,0,25671,26230106,129.05334145717416,35.17201058725737,0.1234077363561996
영선동1가,7,34,0,1158,26200108,129.04390515764038,35.090420039170915,0.20552677029360966
영선동2가,15,54,0,2495,26200109,129.04259123436594,35.08826403672009,0.3246492985971944
영선동3가,6,56,0,1626,26200110,129.04135126428434,35.085833296326484,0.2066420664206642
영선동4가,17,134,0,5796,26200111,129.04588168912122,35.079172906307484,0.39302967563837127
영주동,28,166,0,10810,26110101,129.03210464021092,35.11206953230278,0.4299722479185939
오륜동,15,30,0,222,26410106,129.11843388104518,35.24836950038422,2.027027027027027
온천동,189,894,6,84984,26260108,129.06818323407254,35.21388336570708,1.9903275910759672
용당동,38,214,0,7763,26290108,129.09764339876548,35.11236708911366,1.047533170166173
용호동,98,454,0,80787,26290107,129.11441436152631,35.114668825732586,0.5507321722554371
우동,95,780,4,79666,26350105,129.1478980081932,35.174373550635494,0.931639595310421
우암동,50,194,0,12112,26290110,129.07581701675386,35.12604586900483,0.8008586525759577
일광읍,152,530,0,29879,26710259,129.22317100351708,35.28720134482911,2.696208039091
장림동,151,610,2,35822,26380105,128.96896832784026,35.07605191123863,2.5729998325051646
장안읍,134,530,0,8758,26710253,129.24706190600827,35.349580727013944,8.109157341858872
장전동,81,530,2,43468,26410108,129.07469059614755,35.2352869718356,0.9890034048035337
재송동,98,494,0,58974,26350104,129.12827244377436,35.18575932876014,0.8209041272425136
전포동,107,424,1,44061,26230102,129.07109309135947,35.15751112570603,1.030344295408638
정관읍,219,1394,0,79393,26710256,129.17791660432283,35.335978581117324,3.8452508407542227
좌동,88,624,1,85011,26350107,129.1742437838855,35.18445527326196,0.6462928326922398
좌천동,36,180,1,13256,26170103,129.0531026032157,35.12973172006405,0.49109837054918526
주례동,132,708,2,50179,26530106,129.0055613930958,35.15162187030371,1.863648139660017
죽동동,3,6,0,388,26440107,128.88341914866842,35.19977509068,0.04639175257731959
죽림동,23,66,0,369,26440105,128.8998873087858,35.200815197452286,4.1138211382113825
중동,78,416,1,42388,26350106,129.17677912549587,35.16250070722775,0.7662074171935453
중앙동3가,2,50,0,92,26110106,129.03551861509723,35.103409967747375,1.0869565217391304
중앙동4가,8,146,1,1220,26110107,129.04034102611655,35.10740708861633,0.9819672131147541
중앙동6가,6,114,0,57,26110109,129.03715067140013,35.099880356160895,12.0
중앙동7가,3,32,0,0,26110110,129.03697360230416,35.097636226065845,inf
지사동,73,448,0,10221,26440114,128.8248774090386,35.14590613354786,3.199686919088152
천성동,35,152,0,783,26440121,128.82123706147965,35.03154386577748,6.794380587484036
철마면,91,340,2,7531,26710330,129.15446704021463,35.2819466492165,4.116319213915815
청룡동,24,102,1,8612,26410103,129.06976689149087,35.28212883644048,0.28773803994426383
청학동,83,366,0,21876,26200120,129.06134363701577,35.09147501136021,1.3886450905101482
초량동,50,682,2,27832,26170101,129.03862593486585,35.119686816666274,1.227364185110664
초읍동,54,260,0,20335,26230107,129.04060065805774,35.18586957435889,0.6904352102286698
초장동,8,36,0,3795,26140119,129.01750190417405,35.09414616149449,0.07588932806324111
충무동1가,9,94,0,1326,26140120,129.02452458543712,35.095527072789906,0.6380090497737556
칠산동,8,24,0,2986,26260103,129.09215759571416,35.204492035344785,0.06430006697923643
토성동3가,2,16,1,657,26140114,129.02032512667233,35.10025453671183,0.0943683409436834
토성동4가,3,48,0,319,26140117,129.02350702141746,35.09741540956835,0.45141065830721006
토성동5가,2,14,0,1838,26140118,129.021734985809,35.09749376408505,0.015233949945593036
하단동,60,544,1,46235,26380103,128.95302000045035,35.11048099628415,0.7066075483940738
학장동,63,336,0,26350,26530107,128.98885747028194,35.13770619677287,0.8033396584440228
화명동,102,404,3,84894,26320102,129.02534277836574,35.238327608534995,0.48646547459184397
화전동,42,144,0,3544,26440110,128.87503673820493,35.10413869133794,1.7065462753950338
회동동,16,114,0,2479,26410112,129.12733860157866,35.237539545339935,0.7357805566760791
광복동1가,0,0,0,60,26110133,129.03445794723763,35.098728337440114,0.0
광복동2가,0,0,0,23,26110134,129.0324499369935,35.100095397695775,0.0
광복동3가,0,0,0,26,26110135,129.0313399349029,35.10057211412582,0.0
남포동2가,0,0,0,54,26110137,129.03247927567068,35.09828250695404,0.0
남포동3가,0,0,0,7,26110138,129.02925485517352,35.0989325308881,0.0
동광동2가,0,0,0,72,26110112,129.03432163613456,35.1002000327125,0.0
동광동4가,0,0,0,96,26110114,129.0342177515698,35.10328671019339,0.0
보수동3가,0,0,0,2154,26110122,129.0222879185641,35.10427311550306,0.0
신창동1가,0,0,0,337,26110127,129.03036860360493,35.10131891880534,0.0
신창동2가,0,0,0,192,26110128,129.0294531789979,35.101253580262394,0.0
신창동3가,0,0,0,85,26110129,129.02884679299274,35.10130649240186,0.0
신창동4가,0,0,0,60,26110130,129.02823060525128,35.101255667401,0.0
중앙동1가,0,0,0,236,26110104,129.03574850949548,35.10075114498172,0.0
중앙동2가,0,0,0,394,26110105,129.03555624736012,35.10211021407197,0.0
중앙동5가,0,0,0,568,26110108,129.03716758704246,35.10218454399722,0.0
창선동1가,0,0,0,29,26110131,129.03030917541096,35.09951474263363,0.0
창선동2가,0,0,0,80,26110132,129.0286111000666,35.09955257872729,0.0
충무동2가,0,0,0,1108,26140121,129.0222740156937,35.09527564349939,0.0
충무동3가,0,0,0,633,26140122,129.0222388382293,35.093866579965095,0.0
토성동1가,0,0,0,2702,26140112,129.0233093985947,35.09940649562419,0.0
토성동2가,0,0,0,945,26140113,129.02150592800055,35.100213817882626,0.0
