Unnamed: 0,bstopid,bstopnm,arsno,gpsx,gpsy,stoptype,버스노선수
4132,191880301,마음,92406.0,128.86491618384,35.135072776923,마을,6.0
4133,192690201,지사휴먼시아아파트,92407.0,128.834834835988,35.150817842775,마을,8.0
4134,214490101,신호윌아파트105동,92410.0,128.87766952988,35.087751105927,마을,4.0
4135,189230302,르노자동차정문,92411.0,128.876786424356,35.089165729061,마을,4.0
4136,189230303,신호하수처리장,92412.0,128.872559678657,35.08915826872,마을,4.0
4137,189460102,삼성자동차출고사무소,92414.0,128.865951504825,35.098493888403,마을,2.0
4138,189460103,화전마을입구,92415.0,128.866276230759,35.099851504878,마을,2.0
4139,189460101,사암입바위,92416.0,128.868545967236,35.101350585685,마을,2.0
4140,214960201,산양마을입구,92418.0,128.873066075145,35.111669630175,마을,2.0
4141,209550102,녹산농협,92419.0,128.877628011522,35.112304621068,마을,4.0
4142,191340105,본녹산녹명초등학교,92420.0,128.885696533774,35.113571371158,마을,6.0
4143,191340107,녹산중학교,92421.0,128.889429132433,35.117049503947,마을,6.0
4144,191340108,성산,92423.0,128.893918372768,35.121401650229,마을,2.0
4145,188900308,성산,92424.0,128.893817929272,35.121794944001,마을,6.0
4146,188900307,녹산중학교,92426.0,128.889629840685,35.117704618378,마을,6.0
4147,188900305,본녹산녹명초등학교,92427.0,128.885709374367,35.114074819397,마을,6.0
4148,209550301,녹산농협,92428.0,128.877218943792,35.11265885827,마을,4.0
4149,191320501,산양마을입구,92429.0,128.872729097036,35.111825842959,마을,2.0
4150,191550301,사암입바위,92431.0,128.868171761345,35.101499953605,마을,2.0
4151,191550303,화전마을입구,92432.0,128.865605307257,35.099280523665,마을,2.0
4152,209460103,신호하수처리장,92435.0,128.87250569751,35.088817167316,마을,4.0
4153,209460104,르노자동차정문,92436.0,128.876635010021,35.088810022942,마을,4.0
4154,189230401,신호윌아파트105동,92437.0,128.877286767324,35.08825769445,마을,4.0
4155,190580102,해광테크,92440.0,128.827483493099,35.094592545023,마을,2.0
4156,190510102,국제휠타,92441.0,128.830081181083,35.096767863971,마을,2.0
4157,190480202,태웅스틸,92442.0,128.833206876545,35.097829839251,마을,2.0
4158,190430201,송정방근마을,92443.0,128.842049588869,35.099449790675,마을,4.0
4159,190360202,농심,92444.0,128.843148169118,35.097839717842,마을,4.0
4160,190340202,두산정비,92445.0,128.8454364359,35.09785160564,마을,4.0
4161,190350202,동아밸브,92446.0,128.849606716659,35.097850589821,마을,4.0
4162,190350203,삼창기전,92447.0,128.852052389162,35.09785270215,마을,4.0
4163,189070202,삼성전기후문,92448.0,128.855882451866,35.097854902136,마을,2.0
4164,189980201,효성스틸,92449.0,128.858703066259,35.097859040313,마을,2.0
4165,190000101,대한제강,92450.0,128.861357652832,35.097868368096,마을,2.0
4166,191550302,삼성자동차출고사무소,92451.0,128.865273461612,35.098131634735,마을,2.0
4167,189460401,대한제강,92452.0,128.861277213185,35.098120113549,마을,2.0
4168,189990401,효성스틸,92453.0,128.858731125588,35.098128972069,마을,2.0
4169,189980302,삼성전기후문,92454.0,128.85564387374,35.098110328653,마을,2.0
4170,189070403,삼창기전,92455.0,128.851998010195,35.098114883388,마을,4.0
4171,189070402,동아밸브,92456.0,128.849594420191,35.098103861459,마을,4.0
4172,190350402,두산정비,92457.0,128.845166742032,35.098082401816,마을,4.0
4173,190340402,농심,92458.0,128.843000369608,35.098094320407,마을,4.0
4174,190420401,송정방근마을,92459.0,128.842038834407,35.099665648852,마을,4.0
4175,190020301,화물터미널,92460.0,128.838697550311,35.098078618344,마을,2.0
4176,190490302,태웅스틸,92461.0,128.833247504121,35.098082726842,마을,2.0
4177,190480402,국제휠타,92462.0,128.830055131683,35.097091840511,마을,2.0
4178,190590201,해광테크,92463.0,128.827074140429,35.094584144122,마을,2.0
4179,203310302,용원사거리,92464.0,128.82061849109,35.097784495927,마을,4.0
4180,189420401,녹산하수처리장,92468.0,128.865384959153,35.089149216068,마을,2.0
4181,189720402,강서소방서,92471.0,128.855472161532,35.08914666697,마을,2.0
4182,191030301,서해식품,92474.0,128.848995119807,35.084609357323,마을,2.0
4183,190850401,백송강재,92475.0,128.845729692735,35.084589580203,마을,2.0
4184,190850402,부산협동상사,92476.0,128.84311292416,35.084592198052,마을,2.0
4185,191040201,부림특수강,92480.0,128.84300294986,35.084434131684,마을,2.0
4186,191040202,백송강재,92481.0,128.845339032996,35.084428651771,마을,2.0
4187,190850201,서해식품,92482.0,128.848333738883,35.084451798236,마을,2.0
4188,189850202,중소기업청,92485.0,128.855268151601,35.088777667791,마을,2.0
4189,189680202,녹산염색공단,92486.0,128.859956,35.088778,마을,2.0
4190,189420202,녹산하수처리장,92487.0,128.866308603281,35.088796310686,마을,2.0
4191,182460302,구포현대아파트,95001.0,128.99339438313,35.194532645398,마을,2.0
4192,211970302,모라119안전센터,95002.0,128.992205343522,35.191990668898,마을,4.0
4193,211980304,모라우성아파트,95003.0,128.991132978818,35.189254769621,마을,4.0
4194,211980303,농협,95004.0,128.990615575144,35.187655143319,마을,4.0
4195,201250302,신모라입구,95005.0,128.989342914345,35.186407663783,마을,4.0
4196,201210104,홈플러스모라점,95006.0,128.991570879022,35.185663611892,마을,4.0
4197,201210103,모라1단지 새마을금고,95007.0,128.993366273719,35.184519172435,마을,4.0
4198,201260102,모라주공34단지,95008.0,128.999178430485,35.185515700233,마을,2.0
4199,215370101,백양종합사회복지관,95009.0,128.999484755851,35.183009894442,마을,2.0
4200,196070202,시내버스종점,95010.0,129.001409126606,35.184717339403,마을,2.0
4201,201400303,모라1단지 새마을금고,95011.0,128.993415412687,35.18477572863,마을,4.0
4202,201400304,홈플러스모라점,95012.0,128.991863610518,35.185712962564,마을,4.0
4203,201210803,모라새마을금고,95013.0,128.990986769814,35.187439793459,마을,4.0
4204,201210804,모라우성아파트,95014.0,128.991537455422,35.189356183389,마을,4.0
4205,201200102,모라119안전센터,95015.0,128.99246605893,35.191808371067,마을,2.0
4206,211970102,구포현대아파트,95016.0,128.993839684493,35.194561374995,마을,2.0
4207,182590102,북구청,95017.0,128.987682393221,35.196535841514,마을,8.0
4208,163900101,삼광사입구,,129.046656716347,35.176239949306,마을,4.0
4209,163910301,삼광사,,129.043803887084,35.175189588507,마을,4.0
4210,163930101,초읍초등학교,,129.052333577086,35.180455584406,마을,2.0
4211,163950101,초읍우신아파트,,129.054495543315,35.181335225652,마을,2.0
4212,163950201,초읍초등학교,,129.05278909705,35.180975555339,마을,2.0
4213,163960201,창신아파트,,129.054631718967,35.18151745213,마을,2.0
4214,163970101,원당골,,129.059048373,35.181475350742,마을,2.0
4215,163970102,초읍대우아파트,,129.057608861836,35.180282322413,마을,2.0
4216,163970103,초읍중학교,,129.055940097073,35.179930000634,마을,2.0
4217,163980101,동의대학교도서관,,129.034097853164,35.141428657804,마을,4.0
4218,163980102,동의대학교본관,,129.033912930109,35.140079545286,마을,6.0
4219,163980103,동의대학교입구,,129.033903105412,35.147208424589,마을,6.0
4220,163980104,동의대학교자연대학,,129.034569633154,35.143718305266,마을,6.0
4221,164000202,파리바게뜨,,129.073692755704,35.173743610886,마을,4.0
4222,164040103,화인아파트,,129.059727737897,35.171913397163,마을,2.0
4223,164080101,대구철물,,129.076222026013,35.172273969645,마을,2.0
4224,164080201,부산진여자고등학교,,129.074981950501,35.170199898946,마을,2.0
4225,164080301,동의의료원사거리,,129.07441915156,35.17199037532,마을,4.0
4226,164080302,양정성당,,129.072925215658,35.171530527665,마을,2.0
